lastfm_listeners,lastfm_playcount,lastfm_tag_1,primary_artist_name
"46,339","305,602",erreur de spotify dans le nom du groupe,The Magic Lantern
837,"5,306",Pop Rock,The Magic Lanterns
"12,211","38,848",Garage Rock,The Magic Mushrooms
20,274,,The Magic of Motown
,,,The Magical Music of Harry Potter - Live in Concert
334,"1,693",,The Magistrates
"1,052","4,923",soul,The Magnificent Men
"254,790","1,619,300",soul,The Main Ingredient
"5,344","19,952",Rock and Roll,The Majors
"2,585,818","39,821,126",classic rock,The Mamas
,,,The Man In Black: Tribute To Johnny Cash
"204,391","1,747,123",jazz,The Manhattan Transfer
"218,010","1,525,495",soul,The Manhattans
"2,269,709","197,650,841",dream Pop,The Marías
"3,795","11,921",60s,The Marathons
37,735,,The Marc Tanner Band
"173,524","852,633",doo wop,The Marcels
"12,392","113,975",indie,The Marias
168,590,,The Mark II
"2,875","6,206",rockabilly,The Mark IV
"159,662","642,427",Surf,The Marketts
"111,508","539,359",soul,The Mar-Keys
"18,403","106,504",,The Marmalade
"1,366,613","72,514,693",Progressive rock,The Mars Volta
"506,260","4,735,236",Southern Rock,The Marshall Tucker Band
"80,653","375,801",House,The Martinez Brothers
"616,469","3,796,078",soul,The Marvelettes
"7,420","25,173",All,The Marvelows
456,"2,295",lounge,The Mary Kaye Trio
"39,732","957,154",irish,The Mary Wallopers
237,995,,The Maskman
"9,574","47,337",soul,The Masqueraders
18,32,rock n roll,The Matys Bros.
536,"3,024",dunwich records,The Mauds
"193,113","760,948",60s,The McCoys
"4,091","17,105",jazz,The McCrarys
"105,132","432,720",oldies,The McGuire Sisters
,,,The Mega 80's
,,,The Mega Dance Chic Party - Les meilleurs hits Soul
"1,727","5,187",rockabilly,The Megatons
823,"1,909",,The Megatrons
"1,635","4,207",,The Melodeers
"254,665","17,296,493",Punk Rock,The Menzingers
"16,006","105,136",Garage Rock,The Merry-Go-Round
"179,386","3,929,814",psychobilly,The Meteors
"644,050","7,846,378",funk,The Meters
"74,680","672,158",indie rock,The Metros
"34,423","131,218",,The Michael Zager Band
38,107,,The Mickey Mozart Quintet
"350,669","19,506,477",synthwave,The Midnight
"3,055","14,146",,The Mighty Dub Katz
45,285,,The Mighty Ploughboys
"1,578","12,569",,The Mike Curb Congregation
"307,067","3,350,543",folk,The Milk Carton Kids
"403,025","3,024,583",The,The Mills Brothers
"40,301","150,721",60s,The Mindbenders
275,764,spotify,The Miniature Men
"512,303","2,841,240",soul,The Miracles
18,202,,"The Miracles (featuring Bill ""Smokey"" Robinson)"
"2,499","12,130",soul,The Mirettes
"7,856","31,281",rock,The Mixtures
"30,795","443,923",anarcho-punk,The Mob
"35,708","147,709",Garage Rock,The Mojo Men
"3,600","17,451",seen-live,The Molly Ringwalds
"75,099","416,664",soul,The Moments
"3,572","15,282",doo wop,The Monarchs
"37,532","131,444",soul,The Monitors
1,1,,The Monkee Men
"1,532,273","20,833,814",60s,The Monkees
"25,763","179,453",Pop,The Monroes
"6,283","35,626",psychedelic,The Montanas
"1,196,685","18,510,656",Progressive rock,The Moody Blues
,,,The Moody Blues' John Lodge
23,73,,The Morgan Brothers
"23,908","369,768",,The Mormon Tabernacle Choir
"132,492","1,622,771",hard rock,The Moss
"196,626","1,275,541",new wave,The Motels
"51,897","468,369",indie,The Mother Hips
"68,649","391,659",new wave,The Motors
"1,140,657","85,447,150",folk,The Mountain Goats
"1,475","19,213",bluegrass,The Mountain Grass Unit
"220,839","1,860,985",60s,The Move
"146,266","1,694,472",reggae,The Movement
"16,731","68,522",Pop,The Murmaids
"84,744","804,096",female vocalists,The Murmurs
"20,168","81,775",Garage Rock,The Music Explosion
"85,485","663,552",Garage Rock,The Music Machine
"7,253","34,037",,The Music Makers
2,7,,The Music of Hans Zimmer
2,111,,The Music of Queen
,,,The Music Of The Lord Of The Rings
"6,474","56,868",instrumental,The Mustangs
"13,196","94,443",finnish,The Mutants
"5,882","18,946",psychedelic,The Mystic Moods
"32,426","143,129",doo wop,The Mystics
"37,625","549,594",nickelodeon,The Naked Brothers Band
"53,089","204,043",60s,The Nashville Teens
"25,467","276,304",,The Neighborhood
"3,761,014","362,265,681",indie,The Neighbourhood
"5,654","33,607",baroque Pop,The Neon Philharmonic
"2,302","22,334",Gabber,The Nerds
"76,012","344,833",soul,The New Birth
"21,753","169,526",folk,The New Christy Minstrels
"12,251","57,904",60s,The New Colony Six
"2,017","7,650",jamaica,The New Establishment
64,348,,The New Hope
"188,039","2,376,584",funk,The New Mastersounds
"912,482","34,992,309",indie rock,The New PornogRaphers
18,135,,The New Romance
"105,104","586,632",Pop,The New Seekers
"7,135","30,709",,The New Vaudeville Band
50,367,Hong Kong,The New Wave Orchestra
,,,The New York Bee Gees
236,"3,252",,The New York Pops
"3,224","10,212",psychedelic,The New Yorkers
"29,041","111,853",Pop,The Newbeats
"10,242","40,414",soul,The Newcomers
,,,The Night Bends
"66,019","278,740",House,The Nightcrawlers
"13,999","66,402",funk,The Nite-Liters
"130,883","1,293,182",Country,The Nitty Gritty Dirt Band
"20,165","183,342",Canadian,The Northern Pikes
"2,972,655","89,142,969",Hip-Hop,The Notorious B.I.G.
"11,593","331,841",Garage Rock,The Novas
69,179,,The Nu Tornados
"141,877","1,489,955",Garage Rock,The Nude Party
854,"5,311",spotify,The Nutty Squirrels
"28,381","263,623",a cappella,The Nylons
"105,640","1,164,719",Country,The Oak Ridge Boys
,,,The Oak Ridge Boys Christmas Show
"22,563","215,458",punk,The OBGMs
"113,988","1,459,886",dream Pop,The Ocean Blue
"4,461,091","207,993,245",Punk Rock,The Offspring
"861,886","6,333,453",soul,The O'Jays
"9,008","31,325",soul,The O'Kaysions
"32,623","148,737",soul,The Olympics
"59,250","1,016,491",Oi,The Oppressed
,,,THE ORCHESTRA Starring ELO Former Members
"74,029","301,168",House,The Original
"8,283","47,342",Canadian,The Original Caste
460,"1,520",,The Original Wailers
"147,672","646,383",soul,The Originals
"47,680","235,877",soul,The Orlons
"1,182","6,857",female vocalist,The Osmond Brothers
"97,896","585,500",Pop,The Osmonds
"13,189","89,193",mine,The Other Ones
"1,190,586","11,378,127",80s,The Outfield
"121,928","504,367",eurodance,The Outhere Brothers
"223,590","1,879,510",Southern Rock,The Outlaws
"97,320","698,946",Garage Rock,The Outsiders
3,6,,The Ovations (Featuring Louis Williams)
"10,989","36,672",60s,The Overlanders
"183,961","1,633,918",hardcore,The Pack
"2,800","8,749",punk,The Packers
"727,315","18,204,304",shoegaze,The Pains of Being Pure At Heart
"1,135,524","25,250,059",folk,The Paper Kites
"12,627","73,361",sunshine Pop,The Parade
"4,528","15,652",doo wop,The Paradons
"206,740","1,353,422",rocksteady,The Paragons
"84,350","470,163",Pop,The Paris Sisters
297,"1,155",r&b,The Parkays
"9,647","60,540",soul,The Parliaments
"113,273","1,600,506",hard rock,The Parlor Mob
"59,629","706,802",punk,The Partisans
13,337,,The Partridge Family Starring Shirley Jones
"6,120","64,439",Pop,The Party
"62,049","255,669",soul,The Pasadenas
"134,435","836,667",post-punk,The Passions
"4,341","21,149",Surf,The Pastel Six
44,150,,The Peace Choir
"49,014","395,482",Psychedelic Rock,The Peanut Butter Conspiracy
"3,807","24,072",All,The Peels
"16,437","51,672",doo wop,The Pentagons
"2,772","11,273",,The People's Choice
"2,293","23,121",sunshine Pop,The Peppermint Rainbow
"8,437","66,681",sunshine Pop,The Peppermint Trolley Company
"7,557","25,054",70s,The Peppers
"1,120","3,804",60s,The Percells
"72,477","300,213",soul,The Persuaders
20,36,,The Pete Klint Quintet
"1,262,172","23,062,193",Hip-Hop,The Pharcyde
2,10,,The Phil Collins Experience
,,,The Phil Collins Story
"40,848","198,453",Classical,The Philadelphia Orchestra
88,350,Disco,The Philarmonics
,,,The Piano Men: The Songs of Elton John
"98,204","1,198,190",ska,The Pietasters
"5,157","18,147",instrumental,The Piltdown Men
,,,The Pink Floyd Laser Spectacular
33,266,,The Pipes
"11,620","52,104",british,The Pipkins
"3,762","23,276",60s,The Pixies Three
"999,997","8,138,201",oldies,The Platters
"10,469","46,246",Surf,The Playboys
"11,798","80,541",oldies,The Playmates
"66,782","511,580",power Pop,The Plimsouls
"37,746","178,523",60s,The Poets
"1,134,916","8,719,284",Disco,The Pointer Sisters
"4,372,964","104,090,230",rock,The Police
"148,380","2,191,591",Electronic,The Polish Ambassador
"1,312","6,386",indie rock,The Poppies
"54,550","474,409",sunshine Pop,The Poppy Family
20,464,,The Poppy Family (Featuring SPopn Jacks)
,,,The Porch Flowers
598,"4,064",United States,The Pork Tornadoes
"2,282,693","68,703,414",indie,The Postal Service
"153,249","953,965",rock,The Power Station
"8,240","33,591",doo wop,The Precisions
106,315,,The Preludes Five
"33,327","109,276",Garage Rock,The Premiers
"4,861","26,268",soul,The Presidents
"1,332,358","18,084,225",alternative rock,The Presidents Of The United States Of America
"1,261,868","55,455,732",rock,The Pretty Reckless
,,,The Prince Experience
"1,213,848","11,279,622",Scottish,The Proclaimers
"2,921,940","138,857,284",Electronic,The Prodigy
"30,660","303,590",new wave,The Producers
"1,660","6,311",funk,The Psycodelics
"1,921","8,831",90s,The Puppies
,,,The Purple Madness - Tribute to Prince
,,,The Purple Xperience
"3,163,759","51,367,507",Pop,The Pussycat Dolls
"69,686","388,932",skinhead reggae,The Pyramids
755,"2,850",Pop,The Quarter Notes
11,12,,The Queen Wasps
"189,551","4,422,647",Punk Rock,The Queers
"2,197","6,160",doo wop,The Quin-Tones
"1,772,477","44,243,615",rock,The Raconteurs
"22,114","81,078",funk,The Radiants
,,,The Raelets/Ray Charles Orchestra
887,"8,775",Pop,The Raelettes
317,"1,859",70s,The Raes
771,"2,993",Pop,The Rag Dolls
"21,299","110,189",hardstyle,The Raiders
125,"1,916",,The Railbenders
"10,876","52,242",60s,The Raindrops
"1,360","10,996",psychedelic,The Rainy Daze
"17,464","85,212",All,The Ramblers
"24,909","154,798",Electronic,The Ramona Flowers
"594,702","20,144,019",,The Ramones
"2,427","10,501",doo wop,The Ran-Dells
"1,094,325","17,939,098",indie rock,The Rare Occasions
"415,996","3,913,621",indie,The Rascals
"1,147,003","31,961,722",rock,The Rasmus
2,2,,The Rat Pack Is Back
"46,344","179,337",Garage Rock,The Rationals
"20,326","123,889",classic rock,The Rattles
7,9,,The Raven Vox
119,369,,The Ray Charles Orchestra
"4,171","30,765",jazz,The Ray Charles Singers
"56,519","324,670",the ray conniff singers,The Ray Conniff Singers
"27,452","107,050",oldies,The Rays
218,"1,864",,The Razor's Edge
"419,651","7,176,223",powerPop,The Ready Set
15,43,,The Reagan Years
"202,463","1,175,312",soul,The Real Thing
686,"4,787",power Pop,The Rebel Pebbles
"10,586","57,529",reggae,The Rebels
"117,065","1,072,943",blues rock,The Record Company
"44,602","304,393",power Pop,The Records
"271,849","5,095,980",Southern Rock,The Red Clay Strays
"1,571,426","34,432,128",alternative,The Red Jumpsuit Apparatus
,,,The Red Party
"11,688","78,309",funk,The Reddings
32,79,,The Redjacks
"19,657","105,456",soul,The Reflections
"44,459","164,538",doo wop,The Regents
"33,878","751,613",,The Relentless
"500,943","3,073,189",rock,The Rembrandts
"248,298","2,959,187",alternative,The Rentals
"943,094","28,283,417",alternative,The Replacements
"317,722","11,556,901",experimental,The Residents
"121,584","517,791",surf rock,The Revels
"41,366","514,758",blues,The Reverend Peyton's Big Damn Band
"341,884","4,473,808",rock,The Revivalists
"3,200","10,886",japanese,The Ribbons
"998,984","6,875,575",soul,The Righteous Brothers
"3,595","14,543",punk,The Rings
247,537,,The Rinky-Dinks
"15,948","82,403",Surf,The Rip Chords
"50,562","220,677",Disco,The Ritchie Family
"59,814","257,206",Surf,The Rivieras
"31,451","141,731",Rock and Roll,The Rivingtons
107,500,cover band,The Road Apples
"17,101","165,995",Country,The Road Hammers
"73,218","652,218",blues,The Robert Cray Band
"1,800","6,777",,The Roc Project
73,162,,The Rock
93,308,,The Rock Gods
"37,959","187,351",kid rock,The Rock Heroes
"6,200","36,724",,The Rock Orchestra
1,1,,The Rock Orchestra By Candlelight
,,,The Rocket Man Show
672,"2,098",,The Rockin R's
"2,978","10,718",philippines,The Rocky Fellers
"9,889","44,169",All,The Rollers
"5,698,488","266,259,280",classic rock,The Rolling Stones
"827,702","6,505,478",new wave,The Romantics
776,"2,805",doo wop,The Romeos
"3,187","9,278",Surf,The Rondels
131,521,,The Ron-Dels
"2,225,881","19,551,997",60s,The Ronettes
"64,763","199,664",folk,The Rooftop Singers
670,"2,299",,The Roommates
"1,995,135","59,114,428",Hip-Hop,The Roots
"9,957","47,882",60s,The Rose Garden
"10,915","37,666",instrumental rock,The Routers
"2,644","28,764",Garage Rock,The Rovers
901,"4,943",All,The Rowans
"44,124","231,878",classic rock,The Royal Guardsmen
"8,080","31,662",Soundtrack,The Royal Philharmonic Concert Orchestra
"144,169","1,298,163",Classical,The Royal Philharmonic Orchestra
"4,167","29,270",soul,The Royalettes
"3,755","12,727",Surf,The Royaltones
"146,281","850,538",70s,The Rubettes
"41,140","381,788",power Pop,The Rubinoos
983,"10,431",ska,The Rude Boys
"9,993","23,175",Garage Rock,The Rugbys
"12,812","71,990",Surf,The Rumblers
"8,948","26,145",psychedelic,THE RUMORS
"18,175","617,358",power Pop,The Runarounds
"308,379","8,391,563",Canadian,The Rural Alberta Advantage
2,14,,The Rush Tribute Project
"21,937","220,838",,The S.O.S. Band
"2,269","8,879",Pop,The S.O.U.L. S.Y.S.T.E.M.
"94,401","1,385,095",Alt-Country,The Sadies
"90,903","435,849",funk,The Salsoul Orchestra
"3,166","8,149",,The San Remo Golden Strings
"3,624","13,814",caribbean,The Sandpebbles
"48,014","282,388",60s,The Sandpipers
365,"1,471",,The Sanford/Townsend Band
"48,124","263,472",northern soul,The Sapphires
"3,282","11,250",Pop,The Satisfactions
"24,041","103,720",60s,The Scaffold
379,"1,502",,The Schwegs
"682,094","7,325,660",,THE SCOTTS
"20,037","184,800",hip hop,"THE SCOTTS, Travis Scott"
"30,028","371,609",rock,The Scratch
236,"1,496",blues rock,The Screaming Orphans
"2,881,113","72,456,916",Pop Rock,The Script
"378,207","2,478,248",60s,The Searchers
"259,919","2,262,826",Country,The Secret Sisters
"4,855","25,374",power Pop,The Secrets
"299,935","2,597,943",Garage Rock,The Seeds
"166,010","1,900,141",folk,The Seekers
"35,033","314,363",bluegrass,The Seldom Scene
"35,869","177,401",reggae,The Sensations
"7,646","32,025",folk,The Serendipity Singers
"50,266","321,181",soul,The Seshen
"3,195","7,518",doo wop,The Sevilles
914,"6,658",folk,The Shacklefords
295,"1,078",,The Shades Of Blue
"91,544","488,205",Garage Rock,The Shadows Of Knight
"234,024","2,020,867",Electronic,The Shamen
"434,984","4,513,437",60s,The Shangri-Las
"7,727","73,365",Psychedelic Rock,The Sheep
"126,428","2,131,273",blues,The Sheepdogs
"13,401","50,927",doo wop,The Shells
"1,703","6,481",Pop,The Shepherd Sisters
"3,120","10,802",All,The Sherrys
"8,737","29,483",doo wop,The Shields
320,931,,The Shindogs
"3,118,932","126,001,311",indie,The Shins
"633,856","4,390,315",60s,The Shirelles
"14,514","109,028",,The Shocking Blue
"1,292","5,019",soul,The Show Stoppers
"19,226","74,049",italian,The Showmen
1,2,,The Shruggers
"68,383","1,482,041",Punk Rock,The Sidekicks
"37,953","319,125",rock,The Silencers
"11,833","42,708",english,The Silkie
"14,878","117,804",Alt-Country,The Silos
3,34,,The Simon
"1,340","12,393",folk,The Simon Sisters
5,21,,The Simpsons
,,,The Sinatra Experience With Dave Halston
111,245,All,The Singing Belles
"14,802","55,662",Belgium,The Singing Nun (Soeur Sourire)
,,,The Sixties Show
141,440,,The Ska Kings
"85,993","995,981",punk,The Skallywags
10,342,,The Skip Castro Band
"159,215","815,053",doo wop,The Skyliners
"170,635","4,891,067",ska,The Slackers
"4,136","15,143",doo wop,The Slades
"4,410,858","245,145,441",alternative rock,The Smashing Pumpkins
"159,369","1,628,268",power Pop,The Smithereens
"4,867,825","504,892,589",post-punk,The Smiths
408,"1,396",Pop,The Smoke Ring
73,456,,The Smoking Jackets
"3,906","56,317",great story,The Smothers Brothers
"5,139","34,883",san francisco,The Sons Of Champlin
64,232,,"The Sopwith ""Camel"""
"52,061","236,600",soul,The Soul Children
"2,433","8,056",soul,The Soul Clan
"17,990","60,044",reggae,The Soul Sisters
"11,162","59,481",jazz,The Soulful Strings
,,,The Sound Lawn Season Pass
285,566,,The Sound Mind Network
"7,096","58,749",,The Sounds Of Blackness
"113,309","713,158",alternative,The Soup Dragons
"4,916","18,100",funk,The South Side Movement
347,"3,133",Country rock,"The Souther, Hillman, Furay Band"
"57,639","598,173",rock,The Space Ocean
"4,171","17,584",japanese,The Spacemen
,,,The Spadtastics
2,2,,The Spats
"7,693","22,357",soul,The Spellbinders
"539,747","3,319,785",60s,The Spencer Davis Group
630,"6,676",blues,The Spikedrivers
"438,779","15,989,813",indie,The Spill Canvas
"873,887","6,979,944",soul,The Spinners
"1,278","6,405",All,The Spokesmen
330,"1,055",,The Spooklights
"9,575","73,934",power Pop,The Sports
"39,992","206,746",twee,The Springfields
263,"1,636",,The Stairsteps
"119,071","791,459",Garage Rock,The Standells
"543,678","3,721,035",soul,The Staple Singers
11,47,,The Star Wars Intergalactic Droid Choir
"12,253","101,681",dream Pop,The Starlets
"417,488","2,666,893",Country,The Statler Brothers
887,"4,096",Pop,The Statues
"3,635","43,915",,The Status Quo
"20,065","152,426",americana,The Steel Wheels
"182,056","3,161,923",bluegrass,The Steeldrivers
"2,684","17,925",rautalanka,The Steelers
"41,220","367,553",blues rock,The Steepwater Band
2,12,,The StepCrew
"4,434","18,234",Rock and Roll,The Stereos
796,"12,990",classic rock,The Steve Gibbons Band
"60,764","692,717",,The Steve Miller Band
3,50,,The Stolen Faces
"1,502","9,408",Rock and Roll,The Stompers
"28,222","466,875",hard rock,The Storm
"77,292","309,174",Garage Rock,The Strangeloves
,,,The Stranger - A Tribute To Billy Joel
"25,302","104,336",funk,The Strangers
509,"1,842",,The String Queens
"15,772","60,615",instrumental,The String-A-Longs
"7,890","31,179",,The Stripers
"5,552,333","457,608,731",indie rock,The Strokes
58,211,,The Strokes Tribute
"6,314","47,655",doo wop,The Strollers
"440,286","4,469,789",folk,The Strumbellas
"507,037","7,705,204",rock,The Struts
"402,291","5,861,461",new wave,The Style Council
"372,731","2,984,951",soul,The Stylistics
"543,481","2,906,546",Hip-Hop,The Sugarhill Gang
"430,964","10,434,571",Pop Punk,The Summer Set
"1,183","7,421",rock,The Sun Kings
"2,652","28,156",free jazz,The Sun Ra Arkestra
789,"4,519",american,The Sunglows
"6,162","26,786",All,The Sunrays
"5,243","20,872",,The Sunshine Band
"4,578","33,323",sunshine Pop,The Sunshine Company
"9,721","40,188",soul,The Superbs
"1,419,485","16,342,794",soul,The Supremes
"308,863","1,392,746",Surf,The Surfaris
"31,484","109,314",doo wop,The Swallows
"8,459","81,471",doo wop,The Swans
"76,369","773,058",,The Sweet
"41,351","182,151",soul,The Sweet Inspirations
19,914,,The Swell Season (Glen Hansard
"128,625","3,748,352",Pop Punk,The Swellers
"11,739","45,986",,The Swingin' Medallions
"179,593","889,248",60s,The Swinging Blue Jeans
"25,218","168,935",the voice,The Swon Brothers
"134,904","819,437",soul,The Sylvers
"100,939","667,069",anarcho-punk,The System
"4,264","13,478",soul,The T.S.U. Toronadoes
"70,335","304,945",northern soul,The Tams
202,"2,413",Pop,The Tarney/Spencer Band
11,152,,The Tartan Terrors
472,"1,593",Pop,The Tassels
,,,The Taylor Party: Taylor Night
"9,121","31,826",instrumental rock,The T-Bones
"141,429","4,341,701",Progressive rock,The Tea Party
"38,861","157,070",Pop,The Teddy Bears
"2,950","10,229",,The Tee Set
"1,978,336","41,320,963",indie,The Temper TRap
"22,170","70,333",soul,The Tempos
"86,316","479,980",soul,The Temprees
"2,306,661","24,822,057",soul,The Temptations
"15,848","167,238",Classical,The Ten Tenors
"30,113","151,917",opera,The Tenors
246,817,All,The Texans
"1,599","9,567",,The Texas Tenors
"47,474","347,354",free jazz,The Thing
"15,083","59,244",60s,The Third Rail
"8,086","36,704",,The Thirteenth Floor Elevators
"217,938","1,198,166",soul,The Three Degrees
379,"1,777",,The Three G's
"160,916","1,118,436",funk,The Time
"26,574","128,732",Electronic,The Timelords
"4,392","17,850",doo-wop,The Timetones
"1,859,785","35,717,643",indie,The Ting Tings
"222,484","3,372,301",ska,The Toasters
"355,804","1,833,026",oldies,The Tokens
"1,002","22,359",swing,The Tommy Dorsey Orchestra
"1,322","4,556",Swing Jazz,The Tommy Dorsey Orchestra Starring Warren Covington
"66,197","333,570",RnB,The Tony Rich Project
"231,665","993,892",surf rock,The Tornadoes
"25,637","184,094",new wave,The Tourists
"13,174","105,469",folk,The Town Pants
"48,820","634,761",metal,The Toxhards
"156,935","2,844,307",punk,The Toy Dolls
"66,012","853,186",60s,The Toys
"30,705","182,294",Country,The Tractors
"2,005","7,209",frontloader,The Trade Winds
"9,561","39,454",60s,The Tradewinds
"1,792","6,459",garage,The Traits
"479,484","2,476,818",Disco,The Trammps
"386,971","2,814,766",surf rock,The Trashmen
59,527,,The Tree Swingers
"236,120","1,318,203",60s,The Tremeloes
"86,799","1,395,802",rock,The Trews
"1,606","12,904",Pop Rock,The Triplets
"751,261","4,966,067",classic rock,The Troggs
"2,788","18,758",Garage Rock,The Trolls
"3,554","11,035",gospel,The Trumpeteers
"51,306","612,219",hardcore,The Truth
"153,178","1,289,537",new wave,The Tubes
"4,914","29,576",Pop Rock,The Tuesdays
"2,078","6,176",Rock and Roll,The Tune Rockers
"1,449,512","13,100,805",60s,The Turtles
"59,961","244,126",soul,The Tymes
138,"1,427",,The U-Krew
,,,The Ultimate Doors
,,,The Ultimate Tribute To Rod Stewart Starring John Anthony
266,"5,392",,The Undercovers
"155,742","755,106",soul,The Undisputed Truth
902,"5,502",Funky 16 Corners,The Unifics
194,900,,The Union Gap
"83,966","452,532",rocksteady,The Uniques
"7,680","64,208",80s,The Unknowns
"127,496","1,920,253",Drum and bass,The Upbeats
"1,834,532","90,008,010",emo,The Used
638,"1,824",,The Vacels
"51,567","222,508",soul,The Valentinos
16,42,,The Valentinos (The Lovers)
"1,067,394","23,351,219",Pop,The Vamps
"5,402","18,345",doo wop,The Van Dykes
"418,038","7,185,563",Punk Rock,The Vandals
138,318,,The Vanilla Fudge
"311,793","1,964,420",new wave,The Vapors
"13,544","125,655",Southern Rock,The Vegabonds
"6,043","31,741",12,The Vejtables
"1,208","4,010",Rock and Roll,The Velaires
"1,190","6,328",america,The Vels
"226,473","995,090",soul,The Velvelettes
"3,129,758","126,607,248",psychedelic,The Velvet Underground
"54,778","427,329",indie rock,The Velveteers
56,142,,The Velvets
469,"3,528",australian,The Venetians
"504,102","6,344,631",Surf,The Ventures
"1,323,587","35,946,814",Pop,The Veronicas
"3,238,887","58,316,286",britPop,The Verve
"531,889","3,832,263",alternative rock,The Verve Pipe
"22,824","93,465",soul,The Vibrations
100,301,,The Victor Feldman Quartet
"3,409","14,682",doo wop,The Videls
431,"3,269",soul,The Village Soul Choir
"16,183","102,433",instrumental,The Village Stompers
"6,310","21,700",Rock and Roll,The Virtues
"26,614","101,454",jazz,The Viscounts
"169,480","1,272,810",60s,The Vogues
,,,The Voices of Motown
171,545,,The Volume's
"1,401","4,692",,The Vontastics
"3,242","21,166",rock 70s,The Wackers
"5,744","31,425",Hawaiian,The Waikikis
"676,028","5,672,126",reggae,The Wailers
"426,041","2,132,364",new wave,The Waitresses
71,198,,The Walker Bros.
,,,THE WALL - live in Concert
"1,083,198","13,195,345",rock,The Wallflowers
333,"2,849",,The Walter Murphy Band
"1,773,569","33,861,213",indie rock,The Walters
"9,487","51,367",reggae,The Wanderers
"1,624,244","25,085,881",Pop,The Wanted
"77,112","467,848",soul,The War
"902,869","37,193,178",indie rock,The War On Drugs
,,,The Warped Band - The Ultimate Tribute to Warped Tour
,,,The Warped Tour Band
"5,507","37,393",funk,The Watts 103rd Street Rhythm Band
"662,747","3,358,566",Disco,The Weather Girls
"259,475","5,988,179",post-punk,The Wedding Present
"1,326","11,545",60s,The Weeklings
"5,096,939","1,047,472,979",RnB,The Weeknd
"16,891","273,795",Merge,"The Weeknd, Jennie"
"5,473","45,168",20s,"The Weeknd, Playboi Carti"
,,,"The Weeknd, Travis Scott"
539,"2,469",Rap,The West Coast Rap All-Stars
55,191,,The Whatnauts
,,,The Whine Up
"420,634","2,929,668",soul,The Whispers
"259,741","5,415,742",folk,The White Buffalo
"4,750,908","195,706,780",rock,The White Stripes
"139,894","2,433,466",powerPop,The White Tie Affair
"3,844,739","116,711,534",classic rock,The Who
38,348,,The Wild-Cats
"22,281","254,803",Country,The Wilder Blue
"1,551","9,194",60s,The Wildweeds
"10,738","167,558",Country,The Wilkinsons
"21,169","138,381",gospel,The Williams Brothers
183,919,,The Will-O-Bees
,,,The Winehouse Experience
1,3,,The Wing
"74,232","332,651",funk,The Winstons
"151,974","1,163,129",big beat,The Wiseguys
"2,023,625","64,058,621",indie,The Wombats
"30,971","178,461",british,The Wombles
421,"3,611",,The Womenfolk
457,"1,857",Disco,The Wonder Band
"13,328","25,117",soul,The Wonder Who?
"438,302","33,784,112",Pop Punk,The Wonder Years
"141,816","1,238,245",rock,The Wonders
"195,557","2,705,962",folk,The Wood Brothers
"16,844","50,469",60s,The Woolies
"327,837","3,298,253",Country,The Wreckers
"2,712,091","186,034,943",indie,The xx
"1,248,868","12,754,467",classic rock,The Yardbirds
"18,071","127,685",sunshine Pop,The Yellow Balloon
"2,621","9,049",jazz,The Young Holt Trio
"312,975","1,466,181",60s,The Young Rascals
"286,977","1,531,192",classic rock,The Youngbloods
"1,682,149","29,811,964",60s,The Zombies
"25,783","373,589",Hip-Hop,TheDoDo
"970,689","10,291,324",RnB,The-Dream
"27,049","179,281",Garage Rock,Thee Midniters
542,"2,315",60s,Thee Prophets
"5,290","24,765",jazz,Thelma Carpenter
"298,646","1,438,005",Disco,Thelma Houston
"457,649","3,837,098",classic rock,Them
"87,726","487,571",jazz,Theo Croker
"3,853","12,872",northern soul,Theola Kilgore
"1,299,129","28,407,114",alternative rock,Theory Of A Deadman
"272,596","6,954,939",shoegaze,they are gutting a body of water
"75,753","452,365",dance,Thierry Von Der Warth
"1,869,734","63,073,080",chillout,Thievery Corporation
"1,580,816","31,820,482",hard rock,Thin Lizzy
"5,190","29,209",psychedelic,Think
"267,116","6,291,401",christian rock,Third Day
"1,998,641","50,749,130",alternative rock,Third Eye Blind
"6,223","21,669",dutch,Third Vibes
"245,160","1,697,256",reggae,Third World
608,"3,880",,Thirty Eight Special
"1,480,427","41,318,787",,Thirty Seconds To Mars
"1,702,938","52,687,267",Electronic,Thom Yorke
"1,589","17,037",Psychedelic Rock,Thomas
200,707,,Thomas Cain
"134,898","1,889,359",UK,Thomas Day
"465,340","4,089,567",new wave,Thomas Dolby
"106,892","1,674,714",french,Thomas Fersen
"1,144,911","28,403,475",Soundtrack,Thomas Newman
"593,597","14,669,564",Country,Thomas Rhett
372,"1,210",,Thomas Wayne With the Delons
"238,557","1,685,652",Country,Thompson Square
"684,153","5,907,487",new wave,Thompson Twins
"10,294","48,287",blues,Thornetta Davis
"1,337,732","28,967,470",Rap,Three 6 Mafia
126,"1,299",,Three 6 Mafia Vs. Tiesto With Sean Kingston
"3,746,086","175,055,502",alternative rock,Three Days Grace
"869,150","7,658,602",classic rock,Three Dog Night
"29,252","288,572",Shady,Three Loco
,,,"Three The... G. Dep, P. Diddy"
"115,490","2,174,323",alternative rock,Thriving Ivory
"20,650","180,552",reggae,Through the Roots
"212,352","2,876,945",hard rock,Thunder
"181,400","804,026",classic rock,Thunderclap Newman
"8,377","37,325",,Thunderstruck
"361,110","1,122,164",christmas,Thurl Ravenscroft
